"BehaviorSpace results (NetLogo 6.0.4)"
"attitude_change_2.nlogo"
"LambdaTheta"
"09/07/2018 16:46:20:472 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","200","-30","30"
"[run number]","N","alpha","eta","theta","M","motivated_cognition","lambda","k","polarity","b","initial_groupspread","intergroup_credibility","theta_as","spinup_tick","skip_ticks_draw","iterations_per_tick","rolling","visualization","color_axis_max","focus_one","run_and_export_figs","[step]","cum_biasmean","cum_sd","cum_fragmentation"
"1006","500","0.2","0.5","0.01","3.5","true","1.2","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.16630184883528026","2.615867183009705","6.81207518475822"
"1007","500","0.2","0.5","0.01","3.5","true","1.2","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.14820398493239387","2.6179753913704364","6.78409493214358"
"1008","500","0.2","0.5","0.01","3.5","true","1.2","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.14616803840197087","2.6256705034088426","6.887165994417852"
"1009","500","0.2","0.5","0.01","3.5","true","1.3","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.8671860997638277","1.2730545685920598","4.3573683183913285"
"1010","500","0.2","0.5","0.01","3.5","true","1.3","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.2266265901377373","1.6987217358826483","5.012352078667134"
"1011","500","0.2","0.5","0.01","3.5","true","1.3","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.3829754409249875","2.5804620023565694","6.740594443732039"
"1012","500","0.2","0.5","0.01","3.5","true","1.3","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.31132844688134503","2.5578401317134545","6.63427033117372"
"1013","500","0.2","0.5","0.01","3.5","true","1.3","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.2943568535909721","2.5830164898120658","6.744295404897589"
"1014","500","0.2","0.5","0.01","3.5","true","1.3","7","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.1919921113577862","2.632560491505149","6.977494979966498"
"1015","500","0.2","0.5","0.01","3.5","true","1.3","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.22599973335447304","2.6243082387946486","6.940110010222223"
"1016","500","0.2","0.5","0.01","3.5","true","1.3","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.17110338473638212","2.6379176506942796","7.001602893354134"
"1017","500","0.2","0.5","0.01","3.5","true","1.3","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.16352197297413262","2.653375702210397","7.066162158827296"
"1018","500","0.2","0.5","0.01","3.5","true","1.4","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.938760221228994","1.2075444600884016","4.2159995456355315"
"1019","500","0.2","0.5","0.01","3.5","true","1.4","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.4665577834106345","1.590807245032959","5.014626485223525"
"1020","500","0.2","0.5","0.01","3.5","true","1.4","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.44637150467120695","2.5852603812452695","6.862341616864729"
"1021","500","0.2","0.5","0.01","3.5","true","1.4","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.47861644285951466","2.575168704856901","6.862056314366706"
"1022","500","0.2","0.5","0.01","3.5","true","1.4","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.538055536791017","2.5148060770403986","6.644181456610031"
"1023","500","0.2","0.5","0.01","3.5","true","1.4","7","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.5142996829966443","2.5285152965973796","6.670991029599076"
"1024","500","0.2","0.5","0.01","3.5","true","1.4","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.3803273829310709","2.5644583695101604","6.700165544385815"
"1025","500","0.2","0.5","0.01","3.5","true","1.4","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.26183189544177143","2.6101210884435453","6.946472469615206"
"1026","500","0.2","0.5","0.01","3.5","true","1.4","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.2835982960130429","2.5977013100824395","6.8319409454440745"
"1027","500","0.2","0.5","0.01","3.5","true","1.5","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.985453982814939","1.1619031844529495","4.09217920873105"
"1028","500","0.2","0.5","0.01","3.5","true","1.5","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.595331154529908","1.5196116492034548","4.951466266680081"
"1029","500","0.2","0.5","0.01","3.5","true","1.5","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.5650332469289471","2.6129363110746326","7.175611944181268"
"1030","500","0.2","0.5","0.01","3.5","true","1.5","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.6289351860412142","2.5354749307622386","6.898497136710449"
"1031","500","0.2","0.5","0.01","3.5","true","1.5","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.7049431717870553","2.52565487078471","7.004506240563289"
"1032","500","0.2","0.5","0.01","3.5","true","1.5","7","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.689262501462124","2.49274862061478","6.90690548665781"
"1033","500","0.2","0.5","0.01","3.5","true","1.5","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.7338028486654914","2.4625251549469933","6.925077613041888"
"1034","500","0.2","0.5","0.01","3.5","true","1.5","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.8377772852843711","2.4561106946684963","6.747708420098798"
"1035","500","0.2","0.5","0.01","3.5","true","1.5","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.653739959957557","2.43765701800876","6.738794239058398"
"1036","500","0.2","0.5","0.01","3.5","true","1.6","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","3.028359530403209","1.117688858504929","3.9743506047781074"
"1037","500","0.2","0.5","0.01","3.5","true","1.6","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.733802751735179","1.427758481361727","4.809115466001252"
"1038","500","0.2","0.5","0.01","3.5","true","1.6","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","1.817935303819315","1.9360042212100113","5.664153372653725"
"1039","500","0.2","0.5","0.01","3.5","true","1.6","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.584775790466162","2.6407550345172965","7.451655640662068"
"1040","500","0.2","0.5","0.01","3.5","true","1.6","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.7121616726310865","2.5960572911248194","7.384707211990885"
"1041","500","0.2","0.5","0.01","3.5","true","1.6","7","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.807167746080921","2.519546789830173","7.282117758164601"
"1042","500","0.2","0.5","0.01","3.5","true","1.6","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.8255573608369035","2.489459007393045","7.337105684361511"
"1043","500","0.2","0.5","0.01","3.5","true","1.6","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.8766529077239089","2.484027955743083","7.432788439732671"
"1044","500","0.2","0.5","0.01","3.5","true","1.6","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.743547626509672","2.548220449669706","7.537426190836928"
"1045","500","0.2","0.5","0.01","3.5","true","1.7","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","3.0720996305132484","1.0662544546105932","3.8325614914292223"
"1046","500","0.2","0.5","0.01","3.5","true","1.7","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.836650705555485","1.3409030087882006","4.632664816162613"
"1047","500","0.2","0.5","0.01","3.5","true","1.7","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.40835701962208","1.656405762085657","5.211803351748371"
"1048","500","0.2","0.5","0.01","3.5","true","1.7","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.7954212817216456","2.600585848333831","7.511048436951227"
"1049","500","0.2","0.5","0.01","3.5","true","1.7","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.6649166257433846","2.627393268248129","7.61320596207937"
"1050","500","0.2","0.5","0.01","3.5","true","1.7","7","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.8135691889249057","2.538264759977717","7.476822202533735"
"1051","500","0.2","0.5","0.01","3.5","true","1.7","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.8311823776225911","2.540447765538917","7.620984152961937"
"1052","500","0.2","0.5","0.01","3.5","true","1.7","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.7259248169176745","2.590845440986002","7.809163325946974"
"1053","500","0.2","0.5","0.01","3.5","true","1.7","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.7278227997055318","2.541053731138509","7.849489376146325"
"1054","500","0.2","0.5","0.01","3.5","true","1.8","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","3.1038050210666883","1.0288421284749256","3.7257094095586485"
"1055","500","0.2","0.5","0.01","3.5","true","1.8","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.9056118897177834","1.2837791151688858","4.502856983588535"
"1056","500","0.2","0.5","0.01","3.5","true","1.8","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.592667924065244","1.553761896892468","5.116404192825376"
"1057","500","0.2","0.5","0.01","3.5","true","1.8","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.531444080896127","2.769928057227997","8.20544218665239"
"1058","500","0.2","0.5","0.01","3.5","true","1.8","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.7262295920079372","2.6732958083090383","7.909098933611564"
"1059","500","0.2","0.5","0.01","3.5","true","1.8","7","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.7819523244155957","2.6205004794957003","7.896837846612921"
"1060","500","0.2","0.5","0.01","3.5","true","1.8","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.8356110055309101","2.61332530955171","7.961348303370148"
"1061","500","0.2","0.5","0.01","3.5","true","1.8","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.8049852226536691","2.5867230012793527","7.871779088873823"
"1062","500","0.2","0.5","0.01","3.5","true","1.8","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.880916087564507","2.537728350854169","7.841778083229428"
"1063","500","0.2","0.5","0.01","3.5","true","1.9","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","3.1198370282398553","1.006799965872492","3.6449580245031226"
"1064","500","0.2","0.5","0.01","3.5","true","1.9","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.973469514138788","1.2175154131400159","4.338087212021357"
"1065","500","0.2","0.5","0.01","3.5","true","1.9","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.690493957937701","1.4945414470891634","5.07106954580329"
"1066","500","0.2","0.5","0.01","3.5","true","1.9","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.4892653266370433","2.8577084490603877","8.824583026583433"
"1067","500","0.2","0.5","0.01","3.5","true","1.9","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.6087978118943702","2.7624503328964476","8.304931597107146"
"1068","500","0.2","0.5","0.01","3.5","true","1.9","7","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.7039495545771819","2.688967668999498","8.021744191728654"
"1069","500","0.2","0.5","0.01","3.5","true","1.9","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.841504174412124","2.6340161298638027","8.01106078357217"
"1070","500","0.2","0.5","0.01","3.5","true","1.9","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.7401879736666876","2.626291926736466","8.136557238364382"
"1071","500","0.2","0.5","0.01","3.5","true","1.9","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.7457307410471212","2.6275633212148652","8.165641155942554"
"1072","500","0.2","0.5","0.01","3.5","true","2","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","3.149643250694584","0.9722874830389128","3.5502252931946052"
"1073","500","0.2","0.5","0.01","3.5","true","2","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","3.013571982616449","1.1757569062282827","4.217474930090555"
"1074","500","0.2","0.5","0.01","3.5","true","2","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.8011365770733523","1.413970308291867","4.909263461214936"
"1075","500","0.2","0.5","0.01","3.5","true","2","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.2381081553640616","1.7850725122679894","5.699357267841562"
"1076","500","0.2","0.5","0.01","3.5","true","2","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.3846266192668201","2.894506277843926","9.047481624393438"
"1077","500","0.2","0.5","0.01","3.5","true","2","7","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.5303068508752468","2.822042195246916","8.67772143158134"
"1078","500","0.2","0.5","0.01","3.5","true","2","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.7261819154843894","2.700604339439048","8.24596855236098"
"1079","500","0.2","0.5","0.01","3.5","true","2","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.792775357455818","2.644994028761546","8.099894722146598"
"1080","500","0.2","0.5","0.01","3.5","true","2","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.7459498473734759","2.67318133508553","8.249533368492829"
"1081","500","0.2","0.6","0.01","3.5","true","0.1","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.05796673423826327","1.4265458214348206","1.58338646670231"
"1082","500","0.2","0.6","0.01","3.5","true","0.1","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.04410174693475991","1.3656177585656348","1.4842623851050765"
"1083","500","0.2","0.6","0.01","3.5","true","0.1","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.06247492550848291","1.3387156852730429","1.4590298192146758"
"1084","500","0.2","0.6","0.01","3.5","true","0.1","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.047716730618688835","1.3355064592243882","1.4504687271066443"
"1085","500","0.2","0.6","0.01","3.5","true","0.1","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.05845618801331196","1.3227962431891511","1.4609796573363532"
"1086","500","0.2","0.6","0.01","3.5","true","0.1","7","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.04865513423900006","1.33047874163055","1.450146714387596"
"1087","500","0.2","0.6","0.01","3.5","true","0.1","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.04644900767430643","1.3260269934099762","1.4433383774956676"
"1088","500","0.2","0.6","0.01","3.5","true","0.1","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.06352985115905667","1.318126579610296","1.4172491152558997"
"1089","500","0.2","0.6","0.01","3.5","true","0.1","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.05853931569713117","1.3152353247758866","1.4035442501043827"
"1090","500","0.2","0.6","0.01","3.5","true","0.2","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.09178517713998079","1.7027719214325463","2.0972354259761516"
"1091","500","0.2","0.6","0.01","3.5","true","0.2","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.06867214644882538","1.6850581727447669","2.0336988806579916"
"1092","500","0.2","0.6","0.01","3.5","true","0.2","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.07352064464897465","1.6651090636861636","1.9946029172883217"
"1093","500","0.2","0.6","0.01","3.5","true","0.2","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.07745216067547032","1.6432502419814854","1.936045381787015"
"1094","500","0.2","0.6","0.01","3.5","true","0.2","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.07627875368197103","1.644986300411393","1.965341437223461"
"1095","500","0.2","0.6","0.01","3.5","true","0.2","7","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.06178158301916542","1.6428216733601886","1.9600202714372081"
"1096","500","0.2","0.6","0.01","3.5","true","0.2","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.06478390574245059","1.6395609071421633","2.0157688775211167"
"1097","500","0.2","0.6","0.01","3.5","true","0.2","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.05542408203086169","1.6127272385794922","1.946135979190639"
"1098","500","0.2","0.6","0.01","3.5","true","0.2","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.06643535707548451","1.6269560163626988","2.0254831433542675"
"1099","500","0.2","0.6","0.01","3.5","true","0.3","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.14147464324380668","1.8639977599242512","2.618463951139536"
"1100","500","0.2","0.6","0.01","3.5","true","0.3","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.10658503536336937","1.8967134275978115","2.667445937492055"
"1101","500","0.2","0.6","0.01","3.5","true","0.3","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.08718283037659141","1.911654544565169","2.7966466453966965"
"1102","500","0.2","0.6","0.01","3.5","true","0.3","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.07268379228957611","1.866955621057477","2.632234633142195"
"1103","500","0.2","0.6","0.01","3.5","true","0.3","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.08930099886271661","1.854288984789781","2.5797239296485333"
"1104","500","0.2","0.6","0.01","3.5","true","0.3","7","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.07134119961456223","1.860069988495993","2.7307094194391364"
"1105","500","0.2","0.6","0.01","3.5","true","0.3","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.075595301787215","1.8483762649978503","2.6874469739347435"
"1106","500","0.2","0.6","0.01","3.5","true","0.3","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.08610473193711911","1.8550490074934298","2.704412704816719"
"1107","500","0.2","0.6","0.01","3.5","true","0.3","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.07759950820521243","1.8441906148453584","2.6307540350517655"
"1108","500","0.2","0.6","0.01","3.5","true","0.4","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.1416211831140227","1.9690458771884605","3.0100635526596586"
"1109","500","0.2","0.6","0.01","3.5","true","0.4","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.08100021578238398","2.0601405502845926","3.3396329560018803"
"1110","500","0.2","0.6","0.01","3.5","true","0.4","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.10313575059835046","2.044326355985769","3.315202137692273"
"1111","500","0.2","0.6","0.01","3.5","true","0.4","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.08626466531525902","2.0092980694035236","3.247228719015364"
"1112","500","0.2","0.6","0.01","3.5","true","0.4","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.093521935954512","2.0174355803997117","3.2838872506644603"
"1113","500","0.2","0.6","0.01","3.5","true","0.4","7","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.06543487477757264","2.0058507996900086","3.24893163946944"
"1114","500","0.2","0.6","0.01","3.5","true","0.4","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.09204385182218532","2.0021411496936947","3.284031293853006"
"1115","500","0.2","0.6","0.01","3.5","true","0.4","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.06266458955316122","2.017654255309284","3.3573381591375466"
"1116","500","0.2","0.6","0.01","3.5","true","0.4","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.08901770162488819","1.9842857230377375","3.1713298850887592"
"1117","500","0.2","0.6","0.01","3.5","true","0.5","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.2128394180236778","1.9871301365222709","3.125043169389979"
"1118","500","0.2","0.6","0.01","3.5","true","0.5","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.11550159530467743","2.1472913893338195","3.8549615516810922"
"1119","500","0.2","0.6","0.01","3.5","true","0.5","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.13620820531849376","2.16361932425081","3.9431934782377627"
"1120","500","0.2","0.6","0.01","3.5","true","0.5","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.09597341368592781","2.145329854605491","3.8643985784327044"
"1121","500","0.2","0.6","0.01","3.5","true","0.5","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.1246879713599215","2.1272971356083294","3.779065090030514"
"1122","500","0.2","0.6","0.01","3.5","true","0.5","7","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.07341673164097631","2.133985324464828","3.8176521217080586"
"1123","500","0.2","0.6","0.01","3.5","true","0.5","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.0753447443063628","2.1440083826548557","3.8404335493060735"
"1124","500","0.2","0.6","0.01","3.5","true","0.5","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.11723247572767954","2.1288573777041124","3.818000341738212"
"1125","500","0.2","0.6","0.01","3.5","true","0.5","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.12551531235938762","2.1345040883810618","3.8930062970213566"
"1126","500","0.2","0.6","0.01","3.5","true","0.6","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.4085598453887206","1.9297880905653486","3.1301648231273944"
"1127","500","0.2","0.6","0.01","3.5","true","0.6","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.15327091868418502","2.221057910799464","4.27308954705634"
"1128","500","0.2","0.6","0.01","3.5","true","0.6","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.09765437110133744","2.254112551374249","4.420628685645307"
"1129","500","0.2","0.6","0.01","3.5","true","0.6","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.11098586315618562","2.2098394414144154","4.212007101654028"
"1130","500","0.2","0.6","0.01","3.5","true","0.6","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.10624777076554066","2.222548431525146","4.258125872398118"
"1131","500","0.2","0.6","0.01","3.5","true","0.6","7","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.1128074818391389","2.227176377845583","4.331738853405079"
"1132","500","0.2","0.6","0.01","3.5","true","0.6","8","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.09219929356286173","2.2387396809310824","4.378203885801156"
"1133","500","0.2","0.6","0.01","3.5","true","0.6","9","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.11036444759669914","2.210482183990777","4.271392873703404"
"1134","500","0.2","0.6","0.01","3.5","true","0.6","10","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.10224261678051323","2.215760290017244","4.270211576118573"
"1135","500","0.2","0.6","0.01","3.5","true","0.7","2","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","2.029308531273976","1.6215506459582316","4.134977467091693"
"1136","500","0.2","0.6","0.01","3.5","true","0.7","3","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.1877306733571437","2.260121728439904","4.526787630162379"
"1137","500","0.2","0.6","0.01","3.5","true","0.7","4","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.14717656019703937","2.2776687369743835","4.6619581190148125"
"1138","500","0.2","0.6","0.01","3.5","true","0.7","5","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.11652253540160881","2.3056212905203495","4.749173825477476"
"1139","500","0.2","0.6","0.01","3.5","true","0.7","6","false","2","0","1","idiosyncrasy probability","50","10","20","true","Heatmap timeline","0.15","false","false","1","0.10550187252426181","2.3134290852995534","4.799615144425634"
