"BehaviorSpace results (NetLogo 6.0.4)"
"attitude_change.nlogo"
"delta_p2"
"08/21/2018 15:54:30:733 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","200","-38","38"
"[run number]","initial_groupspread","independent_distribution","latitude_acceptance","color_axis_max","sharpness_acceptance","alpha","p","eta","polarity","focus_one","b","M","p_as","motivated_cognition","N","rolling","skip_ticks_draw","iterations_per_tick","visualization","intergroup_credibility","[step]","cum_fragmentation","cum_sd","cum_biasmean"
"3525","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.01","0.75","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.6588402454208329","0.43123790573127446","3.4141465963977184"
"3526","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.01","0.8","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.6758062243265917","0.44045897447163884","3.40629633722283"
"3527","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.01","0.85","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.6264672692006026","0.43512860002696974","3.400049778591483"
"3528","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.01","0.9","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.6135256195726013","0.44972741289781254","3.381077228927293"
"3529","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.01","0.91","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.6485285067541382","0.46409640643628874","3.3743680058523324"
"3530","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.01","0.92","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.656449646140328","0.4719119549880729","3.3678492101417423"
"3531","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.01","0.93","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.6012316756652696","0.4623209433394587","3.3638140185135845"
"3532","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.01","0.94","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5852159100379712","0.4724822095797033","3.351368195659038"
"3533","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.01","0.95","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.541362394762542","0.47037723397018","3.3414462433585688"
"3534","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.01","0.96","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5234807863607471","0.48781678837895326","3.31950496634266"
"3535","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.01","0.97","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4348827258683343","0.4762927737097339","3.300982083780477"
"3536","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.01","0.98","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","0.9564084765939256","0.13655275571683756","0.13052762476277605"
"3537","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.01","0.99","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","0.9793994313478722","0.14045742011331777","0.036744894009583896"
"3538","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.01","1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","0.9690465096894966","0.1376300990686862","0.03331529057327981"
"3539","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.3413525775334834","0.5953381478762109","3.3780579088191414"
"3540","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.05","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.277855600784492","0.5810288789264019","3.379662501215065"
"3541","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.3167612409624305","0.5903741651794274","3.3785719575056463"
"3542","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.15","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.3101779692011597","0.5909910240134026","3.3747453713459117"
"3543","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.2","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.3120599916888986","0.5936573013584668","3.3716768324876822"
"3544","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.25","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.328700444988294","0.5982121666047355","3.368371565941984"
"3545","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.3","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.276061274831055","0.584963753172304","3.371747701414003"
"3546","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.35","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.25187190176555","0.5802454327427512","3.370212957556005"
"3547","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.4","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.3112013448543958","0.5991994314543312","3.360977716741274"
"3548","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.45","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.2803856891897016","0.5927941155467475","3.3618091283667995"
"3549","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.5","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.2793192956520936","0.5941121079302222","3.3583664750955853"
"3550","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.55","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.293868608675464","0.6031244098494201","3.3507865906594003"
"3551","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.6","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.2871546035742947","0.6045748222828804","3.3467883107715313"
"3552","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.65","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.3105222916493484","0.6187165205395606","3.336750441892187"
"3553","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.7","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.274509193979004","0.616778890493665","3.3307822998867613"
"3554","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.75","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.21719261965586","0.6146933110381683","3.3222523927055057"
"3555","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.8","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.1749177956438297","0.6201004299524067","3.307312307819526"
"3556","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.85","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.1265375250269187","0.6352814460825229","3.282259932600225"
"3557","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.9","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.9897252993702317","0.6519369644244888","3.2384402383653796"
"3558","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.91","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.920814749954044","0.6469180356363968","3.231415893370426"
"3559","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.92","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.868131359554245","0.6473849237258938","3.2207484548010443"
"3560","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.93","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.7590974974398417","0.6496777938290721","3.19762119672409"
"3561","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.94","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.643019771185562","0.6436261302049902","3.1737845024466136"
"3562","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.95","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4761644046908857","0.5297333860191532","2.329566619263816"
"3563","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.96","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3261662538534253","0.22763549532905866","0.5234610188300959"
"3564","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.97","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.22235450158199","0.19887753738239064","0.08104318568815472"
"3565","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.98","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.2141663388162394","0.19544503398940966","0.058053806979025784"
"3566","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","0.99","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.2062562145338138","0.19304970726760326","0.04566581748331644"
"3567","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.02","1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.2173478708711793","0.19393190112029313","0.028716375231868246"
"3568","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.7981519337386485","0.7252514660510773","3.3164778066386353"
"3569","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.05","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.7564521483922","0.7155167526606675","3.318136153890755"
"3570","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.8081340465070053","0.7321774467039632","3.3093157150668744"
"3571","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.15","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.771137177468213","0.7266645410719397","3.306143522285818"
"3572","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.2","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.7391717483920837","0.7174887514205904","3.3105401150432825"
"3573","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.25","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.69410577358857","0.7063944007984306","3.3131538548973434"
"3574","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.3","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.748711382496019","0.7270945347120661","3.30114426571996"
"3575","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.35","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.6989229158586845","0.714418860002762","3.3034947215446953"
"3576","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.4","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.7194025491609066","0.7251985216271236","3.294641106773775"
"3577","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.45","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.7136304342824085","0.7290067030180158","3.2868633012251056"
"3578","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.5","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.705391222521708","0.7317529940513774","3.28104615242469"
"3579","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.55","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.67172841255762","0.7324594867555384","3.274062760253145"
"3580","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.6","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.6329314772279444","0.7309510875963118","3.268605495725006"
"3581","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.65","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.6307564460962247","0.745534918079706","3.252131240739009"
"3582","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.7","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.5982708909843457","0.7546186931330474","3.235507819794641"
"3583","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.75","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.536762949182638","0.7539832873883516","3.225144362681443"
"3584","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.8","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.4199177005752053","0.7597234789359659","3.198159047420595"
"3585","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.85","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.242511195517249","0.7670746350745968","3.1576386146234072"
"3586","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.9","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.885364889928037","0.783308669770439","3.0723214457815162"
"3587","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.91","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.8031144535076171","0.7843932434963823","3.05308733507058"
"3588","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.92","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.6237549098404684","0.7732784858880665","3.023511872922131"
"3589","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.93","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4640240604974482","0.7759226858228703","2.9340982529453936"
"3590","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.94","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3629596993162456","0.2526988934325507","0.18882453831998305"
"3591","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.95","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3629969265952038","0.2491192951682726","0.09503328611404882"
"3592","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.96","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3598945328134018","0.2497128381591537","0.06369996110463585"
"3593","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.97","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3541473088543392","0.24324519454072088","0.05345155387397963"
"3594","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.98","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.31875195800805","0.23607562352537065","0.04250662339522507"
"3595","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","0.99","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3675363793081097","0.24389171166461626","0.04074905885076979"
"3596","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.03","1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3480873784202674","0.23919365570724024","0.037539274376043825"
"3597","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.1419076290536556","0.8319086898016153","3.255498538485119"
"3598","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.05","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.135015775378563","0.8325764614261948","3.2515126894120434"
"3599","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.0883184896142777","0.8246957102629474","3.250588998848543"
"3600","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.15","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.072920388100927","0.8230723329996675","3.2484779478605006"
"3601","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.2","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.1027427145113062","0.8389852482779916","3.2335140326973613"
"3602","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.25","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.0895177659626665","0.8394460107113635","3.2315773812541737"
"3603","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.3","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.076496080990529","0.8366562059360009","3.229196960486138"
"3604","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.35","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.061749904621068","0.8383633233515057","3.2258318398410277"
"3605","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.4","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.0440056232379598","0.8394623507022194","3.218845997345616"
"3606","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.45","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.9955587739935035","0.8333092434295518","3.215353918034317"
"3607","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.5","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.0072502734388533","0.8452012716729961","3.2045554529737132"
"3608","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.55","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.923545818451403","0.8341508857885985","3.199620461187889"
"3609","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.6","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.9109460560331355","0.8512362280109536","3.178891509200072"
"3610","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.65","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.8807632394846876","0.8530365371777525","3.1702218474417454"
"3611","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.7","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.743996009404433","0.8487394404969867","3.15348854790076"
"3612","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.75","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.6467571279388102","0.8562132260981332","3.1242237881552817"
"3613","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.8","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.4845993918666793","0.8663557314609279","3.0834656697449594"
"3614","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.85","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.1876985736305774","0.8680785940530624","3.029777211797429"
"3615","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.9","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4538293543088292","0.8645167471590449","2.8636153420548625"
"3616","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.91","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3462656833936142","0.8537400355947514","2.7659475473864075"
"3617","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.92","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.368799106102492","0.28963094429494507","0.14391833992268102"
"3618","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.93","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3713659095151998","0.28423462753111883","0.07891644286313479"
"3619","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.94","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3831554829847152","0.2855216457592279","0.07312038003315674"
"3620","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.95","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3881330304949826","0.28179598792053745","0.053584115692224106"
"3621","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.96","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3985870734271033","0.2820421208717822","0.05438696919907175"
"3622","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.97","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3966342389374895","0.27841417926991424","0.04526883234692735"
"3623","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.98","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4025733916020966","0.27636534088026204","0.041028444471336356"
"3624","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","0.99","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4248404865184743","0.2799730998710896","0.03887743692866367"
"3625","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.04","1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4016276307806026","0.2705236231340488","0.03569721287286913"
"3626","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.4333647849334272","0.932505001061878","3.1842632716152526"
"3627","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.05","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.4241807143356793","0.9305178171817491","3.1837732087631174"
"3628","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.388018325993553","0.928157555341081","3.179094046957199"
"3629","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.15","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.399284809262664","0.9378008516258579","3.170328282497219"
"3630","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.2","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.272674001779887","0.9089337362415311","3.179408702508553"
"3631","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.25","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.342570848223828","0.9356631884829715","3.161414417149888"
"3632","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.3","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.311340397289541","0.9334918342349546","3.1550681657348645"
"3633","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.35","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.257266877925896","0.9242268665304513","3.152652761160357"
"3634","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.4","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.2043100543298384","0.9163555068839164","3.153564796095597"
"3635","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.45","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.2065871725830424","0.9271929848120098","3.1407748642892948"
"3636","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.5","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.1448862560949973","0.9229368873622477","3.1293648841703194"
"3637","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.55","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.1417445670108544","0.9420500046927066","3.1072804062005"
"3638","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.6","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.0404317376254704","0.9322195034098817","3.104808777213218"
"3639","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.65","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.961387693565613","0.94355788918124","3.0739604181753886"
"3640","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.7","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.8541018299869734","0.9559219952453345","3.039681037693357"
"3641","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.75","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.65562206682417","0.9421622514964196","3.02167364691809"
"3642","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.8","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.372443742791536","0.9532532224403705","2.9539926472717664"
"3643","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.85","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.8852375430875117","0.952923045059072","2.854427307484003"
"3644","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.9","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3959766279697101","0.33057128288738913","0.12380601601606876"
"3645","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.91","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.407269746423631","0.3287139064704921","0.09452360670678522"
"3646","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.92","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3960089406839595","0.3209205886485896","0.07716469211950461"
"3647","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.93","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3968911277715341","0.3185966668454185","0.06022158483877188"
"3648","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.94","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4132251268348923","0.31897914635592495","0.0545755445853281"
"3649","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.95","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4172770359660603","0.31664335048266834","0.04822877175002589"
"3650","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.96","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4095072294910644","0.3108957574559891","0.04533899883873559"
"3651","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.97","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4181721728413463","0.3092332724345898","0.039434614741814845"
"3652","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.98","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4445318819701831","0.312559769391743","0.04130714268531068"
"3653","0","normal (mean 0  sd 1)","1","0.15","2","0.5","0.05","0.99","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4577079413977214","0.3099799906814587","0.03920025773520394"
